run_id,master_seed,derived_seed,fluids,fractions,COP,VHC,W_comp,pareto_rank,crowding_distance
28,123456789,3168796986,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.080000;0.160000;0.220000;0.480000;0.060000,4.69928418998,6072778.97777,106399.183319,0,0.058837550276
28,123456789,3168796986,R123&R1233ZDE&R141B&R245CA&RE245FA2,0.100000;0.080000;0.600000;0.180000;0.040000,5.02689718724,3450140.81366,99464.934606,0,0.034150769895
28,123456789,3168796986,R1224YDZ&R123&R1233ZDE&R141B&R245FA,0.080000;0.080000;0.060000;0.740000;0.040000,5.04779016157,3434587.5944,99053.245875,0,0.0376636569748
28,123456789,3168796986,R1224YDZ&R1233ZDE&R1234ZEZ&R142B&R21,0.060000;0.060000;0.160000;0.200000;0.520000,4.74117583982,6022556.60983,105459.071102,0,0.201944169694
28,123456789,3168796986,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.120000;0.140000;0.160000;0.540000;0.040000,4.7703181865,5977479.38472,104814.811183,0,0.224236648395
28,123456789,3168796986,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.080000;0.180000;0.220000;0.480000;0.040000,4.70655379718,6057756.72342,106234.842211,0,0.132291735744
28,123456789,3168796986,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.100000;0.020000;0.620000;0.220000;0.040000,4.39456041965,6398366.59981,113777.022558,0,inf
28,123456789,3168796986,R123&R1233ZDE&R141B&R245FA&RE245FA2,0.080000;0.120000;0.700000;0.060000;0.040000,5.04308363533,3436980.01176,99145.6886609,0,0.0296411645167
28,123456789,3168796986,R1224YDZ&R123&R1233ZDE&R141B&RE245FA2,0.080000;0.080000;0.120000;0.680000;0.040000,5.02759920155,3447402.01247,99451.0461069,0,0.0296842774429
28,123456789,3168796986,R1224YDZ&R123&R141B&R245FA&RE245FA2,0.080000;0.100000;0.740000;0.040000;0.040000,5.06507133904,3389976.37576,98715.2927435,0,0.121288152056
28,123456789,3168796986,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.060000;0.080000;0.340000;0.460000;0.060000,4.65161923544,6256621.19364,107489.451456,0,0.103289927273
28,123456789,3168796986,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.020000;0.200000;0.260000;0.440000;0.080000,4.65969129999,6168708.05031,107303.245604,0,0.0301845113866
28,123456789,3168796986,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.060000;0.080000;0.320000;0.460000;0.080000,4.65844751904,6216128.89114,107331.895005,0,0.0514573151428
28,123456789,3168796986,R1224YDZ&R1233ZDE&R1234ZEZ&R21&RE245FA2,0.100000;0.040000;0.080000;0.720000;0.060000,5.00820144293,5655017.47853,99836.2397555,0,0.860780982659
28,123456789,3168796986,R1224YDZ&R1234ZEZ&R21&R245FA&RE245FA2,0.100000;0.160000;0.620000;0.080000;0.040000,4.9211507417,5695392.72467,101602.252449,0,0.491139049729
28,123456789,3168796986,R1224YDZ&R1233ZDE&R1234ZEZ&R21&R245FA,0.160000;0.060000;0.040000;0.660000;0.080000,4.96437921517,5672405.51423,100717.527475,0,0.242309810957
28,123456789,3168796986,R1224YDZ&R123&R141B&R245FA&RE245FA2,0.100000;0.100000;0.740000;0.040000;0.020000,5.05401024704,3408422.43012,98931.3387903,0,0.0593204357745
28,123456789,3168796986,R1224YDZ&R123&R141B&R21&RE245FA2,0.100000;0.120000;0.680000;0.060000;0.040000,5.01928672771,3485586.30898,99615.7476399,0,0.771669407998
28,123456789,3168796986,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.120000;0.040000;0.540000;0.280000;0.020000,4.4513285409,6330136.04075,112326.015797,0,0.625180807535
28,123456789,3168796986,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.080000;0.040000;0.380000;0.440000;0.060000,4.62725770935,6263701.12149,108055.36052,0,0.599036921669
28,123456789,3168796986,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.080000;0.060000;0.300000;0.460000;0.100000,4.66607643747,6141372.51258,107156.410038,0,0.0872027620696
28,123456789,3168796986,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.060000;0.060000;0.560000;0.240000;0.080000,4.42304097482,6371690.06274,113044.397021,0,0.112539455561
28,123456789,3168796986,R1224YDZ&R1234ZEZ&R142B&R21&RE245FA2,0.080000;0.080000;0.280000;0.520000;0.040000,4.68859178486,6085004.43445,106641.828281,0,0.0435312130568
28,123456789,3168796986,R123&R1233ZDE&R141B&R245FA&RE245FA2,0.140000;0.100000;0.660000;0.060000;0.040000,5.03770701247,3445254.91482,99251.5044568,0,0.0436206073868
28,123456789,3168796986,R1234ZEZ&R142B&R21&R245FA&RE245FA2,0.160000;0.280000;0.480000;0.040000;0.040000,4.66144391692,6149669.67085,107262.901563,0,0.0268364922548
28,123456789,3168796986,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.080000;0.040000;0.580000;0.240000;0.060000,4.4191018642,6383501.05472,113145.162833,0,0.0932791326069
29,123456789,592116692,R123&R1336MZZZ&R141B&R245CA&R245FA,0.100000;0.060000;0.640000;0.180000;0.020000,5.06650582802,3387219.76594,98687.3433037,0,inf
29,123456789,592116692,R123&R1233ZDE&R1336MZZZ&R21&R245CA,0.040000;0.140000;0.020000;0.720000;0.080000,5.02723714235,5477749.68603,99458.2085233,0,0.889189402749
29,123456789,592116692,R123&R1233ZDE&R142B&R21&R245FA,0.020000;0.080000;0.320000;0.460000;0.120000,4.65858947572,6099260.36642,107328.624384,0,inf
29,123456789,592116692,R123&R1234ZEZ&R142B&R21&R245FA,0.060000;0.120000;0.260000;0.480000;0.080000,4.6747615072,6057450.27085,106957.328033,0,1.25076958587
29,123456789,592116692,R123&R1336MZZZ&R21&R245CA&R245FA,0.080000;0.020000;0.760000;0.100000;0.040000,5.01826850123,5565091.87489,99635.9600682,0,0.453293504744
29,123456789,592116692,R1233ZDE&R1234ZEZ&R21&R245CA&R245FA,0.080000;0.160000;0.600000;0.080000;0.080000,4.93739294659,5682439.47224,101268.018448,0,0.151564643828
29,123456789,592116692,R123&R1336MZZZ&R141B&R245CA&R245FA,0.100000;0.060000;0.640000;0.140000;0.060000,5.03833447976,3411522.81404,99239.1438101,0,0.840523950305
29,123456789,592116692,R123&R1234ZEZ&R21&R245CA&R245FA,0.080000;0.140000;0.620000;0.100000;0.060000,4.94011725196,5577405.16031,101212.172606,0,0.430401803775
29,123456789,592116692,R1234ZEZ&R142B&R21&R245CA&R245FA,0.060000;0.080000;0.660000;0.020000;0.180000,4.90439930124,6029684.30245,101949.284569,0,1.3408055509
29,123456789,592116692,R123&R1336MZZZ&R141B&R245CA&R245FA,0.120000;0.080000;0.620000;0.140000;0.040000,5.04277429468,3397688.33954,99151.7705893,0,0.141879079066
29,123456789,592116692,R123&R1233ZDE&R1234ZEZ&R142B&R21,0.060000;0.100000;0.180000;0.040000;0.620000,4.91691387621,5684283.81565,101689.8023,0,0.287760128544
30,123456789,3709167921,R1224YDZ&R1234ZEZ&R142B&R21&R365MFC,0.220000;0.160000;0.040000;0.560000;0.020000,4.83878162548,5578334.9461,103331.796865,0,0.0667353559047
30,123456789,3709167921,R1234ZEZ&R142B&R21&R245CA&R245FA,0.160000;0.320000;0.360000;0.080000;0.080000,4.5749509839,6062760.22703,109290.788417,0,0.118942151075
30,123456789,3709167921,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.180000;0.160000;0.080000;0.500000;0.080000,4.80632355611,5693685.81931,104029.617266,0,0.2735677674
30,123456789,3709167921,R1234ZEZ&R142B&R21&R245CA&R245FA,0.180000;0.120000;0.500000;0.100000;0.100000,4.77222117418,5849276.7277,104773.01486,0,0.269758416857
30,123456789,3709167921,R1224YDZ&R1234ZEZ&R142B&R21&RE245FA2,0.040000;0.100000;0.460000;0.360000;0.040000,4.51377354795,6284994.89232,110772.061267,0,inf
30,123456789,3709167921,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.040000;0.140000;0.360000;0.340000;0.120000,4.54567063725,6184323.90433,109994.770827,0,0.208509568148
30,123456789,3709167921,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.060000;0.100000;0.400000;0.320000;0.120000,4.51915816904,6196504.88036,110640.075274,0,0.152643650665
30,123456789,3709167921,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.080000;0.020000;0.200000;0.500000;0.200000,4.72578983227,6007565.7848,105802.419859,0,0.574508103515
30,123456789,3709167921,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.080000;0.160000;0.520000;0.200000,4.76425492118,6004006.92521,104948.204551,0,0.219636089374
30,123456789,3709167921,R1224YDZ&R123&R1234ZEZ&R21&R365MFC,0.100000;0.060000;0.220000;0.600000;0.020000,4.90429559996,5538825.77764,101951.440285,0,0.535540602639
30,123456789,3709167921,R1224YDZ&R123&R21&R365MFC&RE245FA2,0.040000;0.140000;0.680000;0.020000;0.120000,4.95285898085,5151967.843,100951.794092,0,1.39233417073
30,123456789,3709167921,R123&R141B&R21&R365MFC&RE245FA2,0.220000;0.240000;0.340000;0.080000;0.120000,5.13510663545,3960769.46276,97368.9614444,0,inf
30,123456789,3709167921,R1224YDZ&R1234ZEZ&R142B&R21&R245CA,0.060000;0.140000;0.360000;0.380000;0.060000,4.57410294583,6147879.49457,109311.050915,0,0.151951767726
30,123456789,3709167921,R1224YDZ&R123&R1233ZDE&R142B&R21,0.080000;0.120000;0.040000;0.140000;0.620000,4.82887475844,5638527.16615,103543.791258,0,0.153933320926
30,123456789,3709167921,R123&R1233ZDE&R1234ZEZ&R21&R245FA,0.080000;0.020000;0.220000;0.500000;0.180000,4.84103385043,5574001.05412,103283.723157,0,0.225427702575
30,123456789,3709167921,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.020000;0.200000;0.260000;0.360000;0.160000,4.59622858571,6045446.33917,108784.841893,0,0.52677974387
31,123456789,3110497485,R1224YDZ&R1233ZDE&R142B&R21&R245CA,0.020000;0.020000;0.480000;0.400000;0.080000,4.57722511478,6330830.10891,109236.488803,0,inf
31,123456789,3110497485,R123&R1233ZDE&R141B&R245CA&R365MFC,0.040000;0.040000;0.820000;0.020000;0.080000,5.17252586492,3277362.79323,96664.5722143,0,inf
31,123456789,3110497485,R123&R1233ZDE&R141B&R245CA&R365MFC,0.080000;0.060000;0.720000;0.040000;0.100000,5.11734033419,3313981.34472,97707.0054653,0,0.130011266061
31,123456789,3110497485,R1233ZDE&R1234ZEZ&R142B&R21&R365MFC,0.040000;0.120000;0.160000;0.640000;0.040000,4.78673548451,5909527.28803,104455.32276,0,0.201378212521
31,123456789,3110497485,R1224YDZ&R1233ZDE&R142B&R21&R245CA,0.040000;0.040000;0.300000;0.500000;0.120000,4.70068208686,6011011.77862,106367.542148,0,0.277748799518
31,123456789,3110497485,R1224YDZ&R123&R1233ZDE&R141B&R245CA,0.040000;0.140000;0.100000;0.640000;0.080000,5.04094590215,3460807.70031,99187.7337519,0,0.733428333881
31,123456789,3110497485,R1224YDZ&R123&R1233ZDE&R21&R245CA,0.060000;0.060000;0.080000;0.700000;0.100000,5.02319345044,5505594.73941,99538.2728006,0,1.00659847182
31,123456789,3110497485,R1224YDZ&R1233ZDE&R1234ZEZ&R142B&R21,0.040000;0.040000;0.140000;0.380000;0.400000,4.58420991947,6274841.0078,109070.048881,0,0.0710632389951
31,123456789,3110497485,R1224YDZ&R1233ZDE&R1234ZEZ&R142B&R21,0.060000;0.080000;0.160000;0.220000;0.480000,4.70199055761,5990854.25469,106337.94217,0,0.266279230616
31,123456789,3110497485,R123&R1233ZDE&R141B&R245CA&R365MFC,0.060000;0.060000;0.700000;0.100000;0.080000,5.09810290169,3341250.3846,98075.6978903,0,0.10486162966
31,123456789,3110497485,R1224YDZ&R1233ZDE&R21&R245CA&R245FA,0.080000;0.080000;0.620000;0.060000;0.160000,4.93090554302,5629338.81746,101401.252901,0,0.400111781347
31,123456789,3110497485,R1224YDZ&R123&R142B&R21&R245FA,0.060000;0.040000;0.180000;0.560000;0.160000,4.77219864972,5951924.40249,104773.509382,0,0.318738796999
31,123456789,3110497485,R1233ZDE&R142B&R21&R245CA&R245FA,0.060000;0.340000;0.420000;0.060000;0.120000,4.63111840225,6080179.53839,107965.281077,0,0.306581035148
31,123456789,3110497485,R123&R1233ZDE&R141B&R245CA&R365MFC,0.060000;0.060000;0.760000;0.040000;0.080000,5.13567214903,3311224.8791,97358.2396794,0,0.0646086853948
31,123456789,3110497485,R123&R1233ZDE&R141B&R245CA&R365MFC,0.100000;0.060000;0.660000;0.080000;0.100000,5.08469812567,3342159.98135,98334.2545894,0,0.0353641324512
31,123456789,3110497485,R1224YDZ&R1233ZDE&R1234ZEZ&R142B&R21,0.040000;0.040000;0.200000;0.300000;0.420000,4.62264629128,6163953.16355,108163.153418,0,0.162683815071
31,123456789,3110497485,R1224YDZ&R123&R1233ZDE&R141B&R245CA,0.060000;0.120000;0.060000;0.660000;0.100000,5.04139035711,3446695.21373,99178.9892434,0,0.105568529569
31,123456789,3110497485,R1224YDZ&R1233ZDE&R1234ZEZ&R21&R245CA,0.080000;0.080000;0.160000;0.580000;0.100000,4.93528758168,5569289.19753,101311.218794,0,0.0645048776451
31,123456789,3110497485,R1224YDZ&R1233ZDE&R1234ZEZ&R21&R245CA,0.080000;0.100000;0.120000;0.580000;0.120000,4.93920727148,5516352.0709,101230.819546,0,0.309550351614
31,123456789,3110497485,R1224YDZ&R1233ZDE&R142B&R21&R245CA,0.080000;0.080000;0.160000;0.560000;0.120000,4.8114796361,5746258.85243,103918.137001,0,0.180516160689
31,123456789,3110497485,R1224YDZ&R1233ZDE&R142B&R21&R245FA,0.040000;0.040000;0.340000;0.420000;0.160000,4.62608227721,6147897.4859,108082.816093,0,0.0574064556371
31,123456789,3110497485,R123&R1233ZDE&R141B&R245CA&R365MFC,0.040000;0.040000;0.760000;0.080000;0.080000,5.13666574016,3305108.53865,97339.4075637,0,0.128173394358
31,123456789,3110497485,R1224YDZ&R1233ZDE&R142B&R21&R245CA,0.020000;0.040000;0.440000;0.400000;0.100000,4.58467392106,6195153.88495,109059.010217,0,0.173018305941
31,123456789,3110497485,R1224YDZ&R1233ZDE&R142B&R21&R245CA,0.060000;0.100000;0.140000;0.560000;0.140000,4.82703180392,5683893.70171,103583.324144,0,0.396352746819
31,123456789,3110497485,R123&R1233ZDE&R142B&R21&R245CA,0.060000;0.120000;0.160000;0.580000;0.080000,4.81812217021,5684586.82479,103774.869615,0,0.0731810705199
31,123456789,3110497485,R123&R1233ZDE&R141B&R245CA&R365MFC,0.160000;0.060000;0.620000;0.100000;0.060000,5.07236263208,3389032.55564,98573.393952,0,0.0484006029786
31,123456789,3110497485,R123&R1233ZDE&R141B&R245CA&R365MFC,0.080000;0.080000;0.680000;0.060000;0.100000,5.08745463198,3341474.95535,98280.9747052,0,0.0433817550889
31,123456789,3110497485,R123&R1233ZDE&R141B&R245CA&R365MFC,0.040000;0.080000;0.680000;0.100000;0.100000,5.07686791943,3345379.16483,98485.9184708,0,0.0550937651596
31,123456789,3110497485,R1233ZDE&R1336MZZZ&R141B&R245CA&R365MFC,0.180000;0.020000;0.720000;0.040000;0.040000,5.06756139315,3401503.67349,98666.786884,0,0.119082749621
32,123456789,2277135609,R1224YDZ&R1336MZZZ&R141B&R21&R365MFC,0.060000;0.020000;0.740000;0.100000;0.080000,5.03048521978,3452461.80463,99393.9904711,0,0.302016633086
32,123456789,2277135609,R1224YDZ&R123&R1234ZEZ&R141B&R21,0.020000;0.020000;0.120000;0.160000;0.680000,4.9333778516,5309891.81575,101350.436768,0,0.715157964907
32,123456789,2277135609,R123&R1336MZZZ&R141B&R21&R245CA,0.040000;0.020000;0.640000;0.140000;0.160000,4.98175630881,3597185.27975,100366.210028,0,0.258700926884
32,123456789,2277135609,R1224YDZ&R1336MZZZ&R141B&R245CA&R365MFC,0.040000;0.060000;0.680000;0.080000;0.140000,5.06053242781,3272441.95774,98803.8328244,0,inf
32,123456789,2277135609,R123&R1233ZDE&R1234ZEZ&R21&R245FA,0.060000;0.080000;0.200000;0.580000;0.080000,4.91371201216,5622172.66974,101756.065224,0,0.408695973649
32,123456789,2277135609,R1224YDZ&R123&R1234ZEZ&R21&R245CA,0.040000;0.040000;0.140000;0.580000;0.200000,4.92740624141,5475303.87606,101473.265143,0,0.185118999877
32,123456789,2277135609,R123&R1336MZZZ&R141B&R21&R365MFC,0.120000;0.020000;0.620000;0.160000;0.080000,5.00819032851,3552817.36101,99836.4613169,0,0.242896706425
32,123456789,2277135609,R123&R1233ZDE&R141B&R245CA&R365MFC,0.280000;0.280000;0.380000;0.040000;0.020000,4.94927578068,3620670.79067,101024.881651,0,0.773369689969
32,123456789,2277135609,R1224YDZ&R142B&R21&R245CA&R245FA,0.080000;0.160000;0.680000;0.020000;0.060000,4.8778041034,6088238.0218,102505.141535,0,0.789056322777
32,123456789,2277135609,R1234ZEZ&R142B&R21&R245CA&R245FA,0.120000;0.200000;0.540000;0.040000;0.100000,4.76252424936,6115406.58138,104986.342078,0,0.971348331151
32,123456789,2277135609,R1234ZEZ&R142B&R21&R245CA&R245FA,0.120000;0.380000;0.380000;0.060000;0.060000,4.57713003608,6230636.64674,109238.757924,0,inf
32,123456789,2277135609,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.080000;0.100000;0.280000;0.440000;0.100000,4.64775916119,6115600.11893,107578.723996,0,0.829989891299
33,123456789,2764356435,R1233ZDE&R1234ZEZ&R141B&R142B&R21,0.020000;0.180000;0.040000;0.380000;0.380000,4.54880927113,6196175.09621,109918.875512,0,inf
33,123456789,2764356435,R1233ZDE&R1234ZEZ&R1336MZZZ&R142B&R21,0.040000;0.080000;0.040000;0.280000;0.560000,4.68587950252,6073624.65661,106703.554739,0,0.51805245776
33,123456789,2764356435,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.100000;0.100000;0.200000;0.480000;0.120000,4.70730537597,5994266.2422,106217.880521,0,0.225468673346
33,123456789,2764356435,R123&R1234ZEZ&R1336MZZZ&R141B&R245CA,0.120000;0.180000;0.080000;0.380000;0.240000,5.3170004332,3630025.13897,94037.9836869,0,inf
33,123456789,2764356435,R1234ZEZ&R141B&R142B&R21&R245CA,0.080000;0.020000;0.060000;0.780000;0.060000,5.00099147178,5967722.05839,99980.1744957,0,0.402918053479
33,123456789,2764356435,R1234ZEZ&R142B&R21&R245CA&R245FA,0.100000;0.080000;0.640000;0.060000;0.120000,4.89586820533,5968314.8661,102126.932146,0,0.548026018998
33,123456789,2764356435,R1234ZEZ&R141B&R142B&R21&R245CA,0.120000;0.020000;0.200000;0.560000;0.100000,4.7638268974,5977334.35591,104957.634013,0,0.0627915901278
33,123456789,2764356435,R1234ZEZ&R141B&R142B&R21&R245FA,0.100000;0.040000;0.160000;0.580000;0.120000,4.77771195123,5972080.19589,104652.604658,0,0.0778754127949
33,123456789,2764356435,R1234ZEZ&R142B&R21&R245CA&R245FA,0.100000;0.180000;0.520000;0.080000;0.120000,4.75681504475,5989117.78786,105112.348346,0,0.159531738721
33,123456789,2764356435,R1233ZDE&R1234ZEZ&R141B&R21&R245CA,0.040000;0.120000;0.040000;0.720000;0.080000,5.00696132477,5671625.46312,99860.9670752,0,0.149188252897
33,123456789,2764356435,R1233ZDE&R1234ZEZ&R142B&R21&R245CA,0.060000;0.120000;0.180000;0.560000;0.080000,4.79181512542,5970048.90318,104344.59321,0,0.31431676703
33,123456789,2764356435,R1233ZDE&R1234ZEZ&R141B&R21&R245CA,0.060000;0.100000;0.040000;0.720000;0.080000,5.00957574799,5641242.16355,99808.8511188,0,1.56585117831
34,123456789,3403425363,R123&R1233ZDE&R141B&R245CA&R245FA,0.180000;0.120000;0.540000;0.120000;0.040000,4.97575189919,3537759.76616,100487.325359,0,0.262618989146
34,123456789,3403425363,R1224YDZ&R1233ZDE&R142B&R21&R245FA,0.020000;0.020000;0.260000;0.500000;0.200000,4.71227536574,6141557.94044,106105.853583,0,inf
34,123456789,3403425363,R1233ZDE&R1336MZZZ&R141B&R21&R365MFC,0.060000;0.100000;0.660000;0.140000;0.040000,4.9928455181,3531568.09194,100143.294678,0,0.220602944197
34,123456789,3403425363,R1224YDZ&R1233ZDE&R1234ZEZ&R21&R245FA,0.040000;0.040000;0.180000;0.520000;0.220000,4.85311363221,5712611.91459,103026.641841,0,0.597572969295
34,123456789,3403425363,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.020000;0.200000;0.040000;0.520000;0.220000,4.82587471478,5841497.51587,103608.160085,0,0.399798849238
34,123456789,3403425363,R123&R1233ZDE&R141B&R245CA&R365MFC,0.220000;0.100000;0.540000;0.100000;0.040000,5.03022794765,3458228.28001,99399.073999,0,inf
34,123456789,3403425363,R1224YDZ&R1233ZDE&R1234ZEZ&R141B&R21,0.060000;0.060000;0.300000;0.020000;0.560000,4.91049902254,5666561.20944,101822.645256,0,0.494746740097
34,123456789,3403425363,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.020000;0.200000;0.060000;0.500000;0.220000,4.79840220426,5853679.77215,104201.3526,0,0.717960214698
34,123456789,3403425363,R1233ZDE&R141B&R142B&R21&R245FA,0.100000;0.020000;0.260000;0.540000;0.080000,4.72454084224,6023727.48176,105830.39002,0,0.66212998147
34,123456789,3403425363,R1224YDZ&R123&R1233ZDE&R141B&R21,0.080000;0.200000;0.080000;0.060000;0.580000,4.9325105117,4973872.86685,101368.258377,0,0.766584121407
34,123456789,3403425363,R1224YDZ&R123&R1233ZDE&R141B&R21,0.040000;0.180000;0.100000;0.540000;0.140000,4.96060013095,3703685.09506,100794.256098,0,0.802547276904
34,123456789,3403425363,R1224YDZ&R1233ZDE&R141B&R21&R245CA,0.100000;0.120000;0.040000;0.580000;0.160000,4.93054295055,5261180.22985,101408.709956,0,0.277542784495
34,123456789,3403425363,R123&R141B&R21&R245FA&R365MFC,0.320000;0.500000;0.060000;0.040000;0.080000,5.0084313923,3483932.85511,99831.6560287,0,0.255869415639
34,123456789,3403425363,R1224YDZ&R123&R141B&R142B&R21,0.060000;0.180000;0.020000;0.060000;0.680000,4.91354359534,5401988.31789,101759.553019,0,0.275833420064
35,123456789,3063658973,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.060000;0.160000;0.260000;0.500000;0.020000,4.703981612,6179488.17254,106292.932507,0,1.02072940814
35,123456789,3063658973,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.040000;0.180000;0.380000;0.360000;0.040000,4.55285911533,6284089.9034,109821.100837,0,inf
35,123456789,3063658973,R1224YDZ&R1233ZDE&R1234ZEZ&R142B&R21,0.120000;0.020000;0.040000;0.100000;0.720000,4.94080650984,5969292.20692,101198.053193,0,1.52507851499
35,123456789,3063658973,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.040000;0.140000;0.200000;0.480000;0.140000,4.71204822297,6063872.32117,106110.968381,0,0.651702243744
35,123456789,3063658973,R1224YDZ&R1233ZDE&R1234ZEZ&R141B&R21,0.060000;0.040000;0.060000;0.080000;0.760000,5.01428273435,5570510.92766,99715.1589748,0,inf
35,123456789,3063658973,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.060000;0.060000;0.160000;0.580000;0.140000,4.80940788405,6042009.08996,103962.90189,0,1.1144508649
36,123456789,1783615127,R123&R1336MZZZ&R141B&R21&RE245FA2,0.580000;0.040000;0.280000;0.020000;0.080000,5.01080822233,3481661.99318,99784.3018163,0,0.161252304267
36,123456789,1783615127,R123&R1336MZZZ&R141B&R21&RE245FA2,0.540000;0.060000;0.280000;0.040000;0.080000,4.98681033854,3506935.45239,100264.490938,0,0.204639953738
36,123456789,1783615127,R123&R1233ZDE&R142B&R21&R245CA,0.080000;0.080000;0.200000;0.580000;0.060000,4.7838234136,5772098.49614,104518.908156,0,0.860763889121
36,123456789,1783615127,R123&R141B&R245CA&R365MFC&RE245FA2,0.460000;0.360000;0.120000;0.020000;0.040000,5.00481397292,3491206.22974,99903.8131497,0,0.143587915613
36,123456789,1783615127,R123&R1233ZDE&R141B&R21&R245CA,0.400000;0.120000;0.360000;0.060000;0.060000,4.96176979103,3652834.00674,100770.49542,0,0.740368031781
36,123456789,1783615127,R123&R1234ZEZ&R142B&R21&R245FA,0.060000;0.160000;0.140000;0.500000;0.140000,4.74685814189,5870491.80099,105332.829643,0,0.324503935245
36,123456789,1783615127,R123&R1234ZEZ&R141B&R21&RE245FA2,0.080000;0.020000;0.640000;0.120000;0.140000,4.97047604532,3523980.54633,100593.986459,0,0.152257068599
36,123456789,1783615127,R123&R1233ZDE&R1234ZEZ&R142B&R21,0.020000;0.100000;0.120000;0.240000;0.520000,4.72123542083,6036370.57112,105904.48377,0,inf
36,123456789,1783615127,R1336MZZZ&R141B&R245CA&R245FA&R365MFC,0.040000;0.680000;0.120000;0.040000;0.120000,5.07099090298,3299701.65465,98600.0585617,0,inf
36,123456789,1783615127,R123&R1233ZDE&R141B&R245FA&R365MFC,0.140000;0.100000;0.380000;0.220000;0.160000,4.9626804912,3552157.33627,100752.003053,0,0.0961411154177
36,123456789,1783615127,R123&R1234ZEZ&R21&R245CA&R245FA,0.040000;0.140000;0.560000;0.060000;0.200000,4.88173640473,5660577.94844,102422.572328,0,1.09789491158
36,123456789,1783615127,R1233ZDE&R1234ZEZ&R21&R245CA&R245FA,0.160000;0.100000;0.600000;0.120000;0.020000,4.95937170691,5527225.46023,100819.222585,0,1.18864665453
36,123456789,1783615127,R1233ZDE&R1234ZEZ&R142B&R21&R245CA,0.080000;0.140000;0.200000;0.500000;0.080000,4.73801690166,5923160.82984,105529.382942,0,0.212133684158
36,123456789,1783615127,R123&R1336MZZZ&R141B&R245FA&R365MFC,0.140000;0.060000;0.620000;0.060000;0.120000,5.04415868307,3319693.896,99124.5580117,0,0.276422398764
36,123456789,1783615127,R123&R1233ZDE&R1336MZZZ&R141B&R245CA,0.080000;0.120000;0.060000;0.620000;0.120000,5.03014251887,3436568.39688,99400.7621303,0,0.244859154618
37,123456789,2392049427,R1233ZDE&R1234ZEZ&R21&R245CA&RE245FA2,0.160000;0.080000;0.680000;0.040000;0.040000,5.00571026252,5574865.9887,99885.9250292,0,0.930458684323
37,123456789,2392049427,R1234ZEZ&R21&R245CA&R245FA&RE245FA2,0.140000;0.620000;0.080000;0.140000;0.020000,4.92659448744,5734916.18912,101489.984872,0,0.167440172923
37,123456789,2392049427,R1234ZEZ&R142B&R21&R245CA&RE245FA2,0.100000;0.140000;0.640000;0.060000;0.060000,4.84289372268,5904444.34825,103244.057919,0,0.0736287405957
37,123456789,2392049427,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.100000;0.400000;0.360000;0.100000,4.55901375391,6271326.87374,109672.843073,0,0.39874317691
37,123456789,2392049427,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.020000;0.120000;0.440000;0.300000;0.120000,4.49907008716,6287600.96364,111134.076668,0,0.366052137267
37,123456789,2392049427,R1233ZDE&R142B&R21&R245CA&R245FA,0.160000;0.040000;0.640000;0.020000;0.140000,4.92816866648,5722450.11751,101457.566459,0,0.0742868499903
37,123456789,2392049427,R1233ZDE&R142B&R21&R245CA&R245FA,0.100000;0.080000;0.580000;0.080000;0.160000,4.85904903552,5739989.51123,102900.79321,0,0.0455604670474
37,123456789,2392049427,R1234ZEZ&R142B&R21&R245CA&RE245FA2,0.060000;0.160000;0.660000;0.040000;0.080000,4.8372426635,5915544.9065,103364.671732,0,0.0613659920327
37,123456789,2392049427,R1233ZDE&R1234ZEZ&R142B&R21&R245CA,0.120000;0.160000;0.100000;0.580000;0.040000,4.85558098103,5829078.59027,102974.289164,0,0.0936107831518
